content_type,creator_category,account_type,has_call_to_action,description_length,hashtags,followers,account_age_months,historical_avg_views,historical_engagement_rate,posting_hour,day_of_week,expected_views,expected_engagement_rate,performance_score,performance_category
reel,Fitness,creator,1,175,8,1190,27.8,979,5.33,19,Tuesday,1993,7.5,69.3,High
carousel,Music,creator,0,109,7,8103,11.5,781,3.93,21,Monday,2002,2.34,33.7,Low
image,Music,creator,0,85,8,838,0.0,179,3.29,3,Saturday,895,4.21,35.2,Low
image,Fashion,creator,1,105,4,11235,14.1,769,6.45,4,Sunday,3217,5.95,71.5,High
carousel,Travel,brand,0,98,11,8763,0.0,610,4.98,8,Sunday,1494,5.59,56.5,Medium
reel,Fitness,creator,0,140,6,34698,6.2,4969,4.96,10,Friday,16211,4.17,73.1,High
reel,Fashion,brand,1,100,8,30378,12.5,6589,4.42,19,Saturday,37366,5.35,86.9,High
reel,Comedy,creator,0,112,4,27793,13.8,6699,1.77,19,Saturday,13555,5.3,82.2,High
image,Beauty,creator,1,112,11,6354,10.5,1660,4.19,2,Thursday,2108,4.94,57.5,Medium
carousel,Comedy,creator,1,129,5,885,22.7,239,2.28,4,Friday,760,4.12,31.5,Low
reel,Food,creator,1,145,6,2433,30.9,649,3.02,1,Sunday,2176,3.89,48.1,Medium
reel,Photography,creator,0,117,5,864,11.5,198,2.18,1,Saturday,624,1.22,7.7,Low
image,Music,creator,1,62,5,16326,2.2,1010,1.07,5,Tuesday,2370,1.86,33.8,Low
image,Comedy,creator,1,106,7,111440,1.2,10691,2.16,14,Sunday,29378,3.67,71.0,High
carousel,Food,creator,1,195,9,3691,21.9,276,2.51,16,Thursday,1285,3.39,34.1,Low
reel,Food,brand,0,220,8,5949,14.1,900,2.3,20,Tuesday,2252,2.32,35.6,Low
reel,Fashion,creator,0,123,13,6188,11.8,174,4.65,14,Thursday,1159,3.64,34.7,Low
image,Lifestyle,creator,1,138,6,595,17.9,84,2.72,12,Friday,595,3.31,20.1,Low
reel,Lifestyle,creator,1,44,8,1650,6.3,261,5.47,9,Friday,1118,6.42,56.0,Medium
image,Comedy,creator,0,144,15,1806,5.3,295,6.75,13,Tuesday,1054,4.92,44.9,Medium
reel,Travel,creator,1,96,6,923,14.8,90,5.97,10,Monday,557,5.75,40.9,Medium
reel,Comedy,brand,1,148,2,4633,0.0,1175,2.23,3,Tuesday,2024,2.75,36.9,Low
carousel,Music,creator,0,133,3,368,14.9,75,0.17,15,Sunday,538,2.69,14.0,Low
image,Beauty,brand,1,134,2,88454,0.0,29275,4.31,7,Saturday,28743,5.53,87.4,High
carousel,Fashion,brand,0,85,4,4411,22.8,892,6.25,20,Monday,1722,4.75,52.3,Medium
carousel,Comedy,creator,1,168,8,21120,27.7,1852,5.3,5,Wednesday,4713,5.74,75.3,High
carousel,Lifestyle,creator,0,130,4,3071,25.0,393,2.14,0,Wednesday,650,1.63,9.8,Low
image,Fashion,brand,0,108,5,22574,7.8,1846,0.32,15,Tuesday,2782,3.0,43.9,Medium
image,Comedy,creator,0,157,11,3088,20.1,326,4.29,17,Monday,881,5.54,46.4,Medium
reel,Comedy,creator,1,72,1,10486,32.4,1865,5.78,5,Tuesday,4361,4.68,65.8,Medium
reel,Lifestyle,brand,0,170,10,379,8.0,123,4.12,11,Saturday,737,5.15,40.5,Medium
carousel,Fitness,creator,0,131,7,4248,11.5,216,3.53,17,Tuesday,1028,4.18,37.4,Low
reel,Technology,creator,0,177,5,1200,7.5,414,3.79,20,Sunday,1685,5.18,55.7,Medium
carousel,Technology,creator,0,147,6,6261,16.2,1429,6.54,6,Tuesday,1953,6.19,64.8,Medium
carousel,Photography,brand,0,146,3,40247,0.0,7915,4.64,11,Tuesday,7300,3.48,60.4,Medium
image,Comedy,creator,0,79,5,108340,11.1,9284,5.14,6,Friday,9624,4.88,76.1,High
carousel,Lifestyle,brand,1,114,6,246263,19.8,95374,4.75,18,Monday,186786,5.44,89.5,High
reel,Lifestyle,creator,1,138,4,894,16.0,344,0.79,20,Wednesday,1302,3.57,36.1,Low
carousel,Technology,brand,0,136,5,2646,0.0,619,1.36,18,Saturday,1160,3.7,35.3,Low
carousel,Lifestyle,creator,1,106,5,29376,5.3,1905,4.58,5,Monday,4656,2.78,49.3,Medium
carousel,Fitness,brand,0,116,8,12727,10.3,2948,5.62,8,Monday,5923,5.45,75.9,High
reel,Music,creator,0,136,6,17068,21.7,3450,5.63,17,Sunday,10421,6.3,86.5,High
carousel,Music,brand,0,137,3,13495,15.0,1066,6.57,21,Wednesday,2857,6.7,73.1,High
carousel,Technology,brand,1,141,7,2674,19.8,778,4.24,9,Monday,1274,3.55,35.5,Low
image,Travel,creator,0,107,1,9230,13.1,3291,1.8,20,Saturday,3039,5.79,69.7,High
reel,Fitness,brand,1,91,3,4333,10.7,864,1.49,23,Sunday,1788,3.36,39.8,Medium
image,Photography,brand,0,123,9,10289,13.6,2715,7.06,20,Thursday,2730,5.66,67.1,Medium
carousel,Photography,creator,0,31,7,796,14.0,249,3.0,19,Wednesday,702,4.85,36.9,Low
reel,Technology,creator,0,95,6,101581,2.7,5631,3.84,7,Thursday,8075,3.04,57.4,Medium
reel,Food,brand,1,107,7,6071,9.7,1196,5.34,12,Sunday,2822,5.51,66.5,Medium
reel,Comedy,creator,0,172,10,4563,14.5,209,5.06,9,Thursday,1801,4.78,53.4,Medium
carousel,Travel,creator,0,170,10,6239,7.9,1558,6.64,21,Wednesday,4369,6.18,76.9,High
carousel,Technology,creator,0,80,6,7643,0.0,399,3.94,11,Saturday,1485,4.14,43.9,Medium
reel,Food,creator,0,159,5,4217,6.8,225,5.35,22,Friday,1625,5.08,54.2,Medium
reel,Fitness,brand,0,157,6,394,23.5,120,5.43,23,Thursday,1067,7.21,57.7,Medium
image,Fitness,brand,1,146,3,35290,14.5,8746,6.17,9,Friday,15102,7.08,91.9,High
image,Food,brand,0,84,10,1374,25.8,656,6.02,11,Sunday,1599,5.27,55.4,Medium
carousel,Comedy,brand,0,117,6,4547,16.9,1642,4.9,19,Saturday,3260,6.8,75.4,High
carousel,Beauty,creator,1,187,3,35984,22.3,11783,1.33,7,Thursday,21331,2.33,58.8,Medium
reel,Beauty,creator,1,74,11,644,24.3,71,5.61,8,Thursday,806,6.3,49.4,Medium
carousel,Technology,creator,1,15,5,983,16.6,115,5.48,7,Wednesday,579,6.46,44.9,Medium
carousel,Technology,brand,1,148,12,5987,4.7,478,4.05,5,Saturday,1243,1.3,20.0,Low
image,Beauty,creator,0,138,4,5895,30.0,2049,2.69,20,Sunday,1915,4.23,49.1,Medium
reel,Fitness,creator,1,111,8,15606,6.4,2984,5.55,5,Friday,4026,4.56,63.6,Medium
carousel,Photography,brand,1,82,10,125177,5.2,21456,3.74,10,Sunday,49856,2.81,64.8,Medium
carousel,Photography,creator,0,75,7,33561,2.8,7692,4.29,11,Tuesday,10016,3.69,65.3,Medium
carousel,Comedy,creator,0,129,9,12859,36.7,1095,4.06,6,Sunday,5014,4.36,64.4,Medium
image,Music,creator,1,147,9,681,29.6,111,0.66,5,Wednesday,482,1.55,6.2,Low
carousel,Food,brand,1,87,9,200,15.1,30,6.64,3,Friday,820,5.35,43.7,Medium
carousel,Comedy,brand,1,132,4,144383,3.6,28195,3.7,20,Tuesday,67737,5.07,86.0,High
carousel,Photography,creator,1,191,7,2111,7.6,450,6.17,2,Tuesday,1204,4.46,43.1,Medium
reel,Comedy,creator,0,100,6,15676,4.0,2508,3.93,3,Thursday,5639,2.5,49.5,Medium
reel,Fashion,creator,1,146,4,10571,25.7,2659,5.59,9,Saturday,9450,3.67,64.6,Medium
carousel,Travel,brand,1,56,5,33836,18.9,1234,2.02,6,Monday,4285,1.5,40.6,Medium
image,Fitness,creator,0,79,4,76106,0.0,8522,0.1,10,Saturday,7296,0.69,44.5,Medium
image,Technology,brand,1,129,6,13521,7.5,3876,6.12,7,Wednesday,4294,6.09,76.2,High
image,Lifestyle,creator,1,111,3,3087,28.1,522,3.43,22,Wednesday,1602,3.56,39.8,Medium
carousel,Beauty,creator,0,195,6,3206,0.0,1538,5.42,1,Thursday,2748,5.99,69.4,High
image,Food,creator,0,144,4,19863,14.9,2054,4.78,21,Saturday,4606,5.32,72.0,High
image,Fashion,creator,1,142,8,1085,17.6,430,4.28,21,Wednesday,765,5.81,45.9,Medium
image,Comedy,creator,0,126,9,1669,13.0,1002,6.59,9,Friday,2818,6.15,70.5,High
reel,Music,creator,1,104,0,40952,,8504,5.23,15,Tuesday,28190,4.79,81.4,High
reel,Music,creator,0,142,8,9911,10.7,861,2.19,1,Friday,1755,0.1,23.7,Low
reel,Photography,creator,0,10,5,827,21.5,30,6.08,18,Wednesday,619,6.31,45.1,Medium
reel,Lifestyle,brand,0,127,3,633,23.2,195,2.89,20,Tuesday,866,5.03,42.3,Medium
image,Lifestyle,creator,1,152,2,200,16.7,30,4.51,8,Tuesday,618,2.53,14.4,Low
carousel,Beauty,creator,0,53,5,1558,23.3,210,1.84,0,Sunday,695,1.33,9.6,Low
carousel,Lifestyle,creator,1,223,8,21706,16.6,1857,0.72,12,Sunday,3260,1.55,37.1,Low
carousel,Technology,creator,1,193,8,9231,6.5,1376,2.77,1,Friday,1253,2.72,28.2,Low
carousel,Fashion,creator,0,175,11,6784,12.0,565,1.72,12,Friday,1314,3.35,34.2,Low
image,Technology,brand,1,93,8,3775,27.4,941,1.98,16,Thursday,1666,4.14,45.9,Medium
reel,Music,brand,1,51,7,3267,0.0,144,1.75,22,Monday,1214,2.51,26.0,Low
carousel,Fitness,creator,1,101,5,652,20.3,119,4.06,20,Saturday,400,3.52,18.7,Low
reel,Travel,creator,1,68,10,8197,22.1,1936,1.26,17,Saturday,4160,4.24,61.0,Medium
image,Fitness,creator,0,157,10,3201,20.8,271,3.68,5,Sunday,803,4.94,40.3,Medium
reel,Photography,creator,0,144,7,535902,,9846,2.71,23,Thursday,81846,3.75,73.9,High
reel,Fitness,brand,1,115,9,25040,12.2,7040,1.66,23,Thursday,8864,4.44,71.3,High
reel,Music,creator,0,104,3,20060,14.4,1720,5.81,8,Friday,6220,6.46,82.3,High
reel,Beauty,brand,0,117,10,7263,29.3,470,2.85,2,Friday,1944,1.69,29.5,Low
image,Food,creator,0,200,4,8620,10.0,393,4.69,23,Sunday,1040,4.08,36.7,Low
carousel,Photography,creator,0,47,10,83693,19.7,20913,3.59,5,Wednesday,27468,3.49,69.0,Medium
reel,Comedy,brand,0,131,7,24958,15.6,6192,5.5,0,Monday,14800,6.21,88.6,High
image,Photography,creator,0,151,9,5479,9.2,433,3.31,23,Saturday,896,3.23,26.1,Low
image,Travel,creator,1,183,11,914,0.0,234,3.17,14,Sunday,738,4.23,32.0,Low
carousel,Food,brand,0,101,7,35216,11.4,2494,4.01,21,Wednesday,7231,6.67,84.8,High
image,Fashion,brand,1,141,3,63952,2.9,6584,3.92,4,Wednesday,7716,1.66,48.0,Medium
image,Travel,creator,1,34,7,5583,22.0,1232,4.06,14,Sunday,1590,4.51,48.6,Medium
carousel,Music,brand,1,194,4,8325,21.5,1848,3.58,10,Sunday,4001,5.24,69.6,High
carousel,Fitness,creator,1,84,7,7105,15.4,1179,4.84,8,Thursday,1666,3.34,38.4,Low
image,Music,brand,1,146,6,14259,15.5,1255,7.63,17,Friday,1833,7.47,67.9,Medium
image,Photography,brand,0,111,4,877,12.3,177,2.93,11,Thursday,361,4.52,27.6,Low
carousel,Music,brand,0,45,9,10698,13.8,1872,2.02,18,Thursday,3064,3.42,49.1,Medium
reel,Travel,creator,0,214,3,4865,11.3,688,1.75,11,Thursday,1467,0.11,20.8,Low
image,Comedy,brand,1,77,5,21839,15.2,759,1.15,3,Monday,1538,2.12,27.7,Low
reel,Music,brand,1,145,5,31841,18.0,4709,4.77,21,Monday,12924,6.41,88.6,High
image,Fitness,brand,1,73,5,30914,7.3,6468,4.92,15,Wednesday,8429,4.97,75.8,High
carousel,Fashion,creator,1,186,6,13000,17.0,544,0.55,23,Saturday,1867,0.95,26.3,Low
image,Travel,brand,1,116,9,5393,34.0,735,1.73,20,Thursday,1146,4.73,44.8,Medium
image,Fashion,creator,0,159,8,5938,14.9,1690,2.92,11,Tuesday,1995,3.54,43.3,Medium
reel,Fashion,creator,0,65,6,18424,,1254,4.2,11,Monday,4750,4.95,69.3,High
carousel,Music,creator,0,115,6,1548,11.7,158,1.27,9,Wednesday,944,3.43,28.9,Low
carousel,Lifestyle,brand,1,147,4,22023,6.2,6127,1.0,2,Friday,10663,2.21,53.7,Medium
carousel,Travel,brand,0,87,13,463,8.9,35,4.61,15,Friday,760,3.9,29.4,Low
image,Fitness,brand,1,120,8,1848,23.3,519,6.29,15,Monday,1691,5.48,58.0,Medium
reel,Photography,creator,0,140,7,13676,21.2,3576,2.85,0,Tuesday,7600,2.25,51.0,Medium
reel,Food,creator,0,191,5,5603,7.7,1865,4.95,16,Friday,4662,6.35,78.4,High
reel,Food,creator,1,107,6,17668,18.2,5815,5.9,19,Thursday,12691,7.34,91.4,High
reel,Technology,creator,0,105,6,5449,13.5,316,4.9,10,Thursday,1394,5.13,52.0,Medium
reel,Travel,creator,0,95,2,4046,5.1,1557,4.73,5,Monday,1488,5.22,53.8,Medium
reel,Lifestyle,creator,1,65,6,44660,17.0,26772,5.09,10,Tuesday,42056,5.44,87.8,High
image,Food,brand,1,76,2,13492,27.9,1850,2.63,5,Sunday,2583,1.0,31.8,Low
reel,Technology,creator,1,118,5,1435,6.3,61,0.1,15,Thursday,478,3.2,17.0,Low
image,Travel,creator,0,68,5,5340,8.9,1346,6.61,16,Tuesday,2600,6.71,71.7,High
image,Fitness,creator,0,210,6,22925,27.0,9251,5.64,14,Tuesday,8340,6.14,83.8,High
image,Photography,brand,1,195,7,17099,20.9,2678,4.99,19,Monday,2912,3.1,45.5,Medium
carousel,Comedy,creator,0,194,9,22613,21.1,3280,2.83,2,Wednesday,5208,1.69,43.9,Medium
carousel,Music,brand,1,175,5,7177,28.7,2054,3.3,2,Tuesday,1657,4.34,47.6,Medium
carousel,Music,creator,0,132,5,87492,21.1,16226,2.45,19,Wednesday,35143,2.82,64.0,Medium
reel,Photography,brand,0,181,11,1875,26.5,288,0.87,10,Wednesday,836,2.25,17.3,Low
image,Lifestyle,creator,0,63,4,7908,10.6,818,7.0,1,Friday,1959,6.19,64.9,Medium
carousel,Music,creator,1,127,4,396840,20.8,26282,4.4,12,Friday,48873,4.76,82.6,High
carousel,Photography,creator,0,139,2,567,24.5,53,0.66,4,Tuesday,625,0.22,5.7,Low
image,Lifestyle,creator,0,180,6,1725,9.3,473,6.98,4,Friday,716,6.76,49.1,Medium
carousel,Travel,creator,0,55,6,7089,13.4,1462,4.09,17,Monday,2308,5.37,62.5,Medium
carousel,Fitness,brand,0,180,8,811,20.2,99,4.72,6,Saturday,696,5.11,39.1,Medium
image,Lifestyle,creator,0,155,1,11958,12.6,2806,2.67,22,Tuesday,3567,5.42,69.4,High
reel,Lifestyle,creator,0,116,4,4570,19.2,132,3.48,11,Sunday,797,3.54,27.0,Low
reel,Lifestyle,creator,1,79,12,6502,20.6,2400,1.8,5,Friday,3126,3.3,48.3,Medium
carousel,Photography,creator,0,158,7,34044,11.8,8206,4.77,17,Sunday,7362,4.36,68.8,Medium
image,Food,creator,1,163,8,97381,24.7,10310,2.63,7,Tuesday,23751,2.26,58.7,Medium
reel,Beauty,creator,0,169,4,3210,6.8,288,2.48,11,Tuesday,1385,2.81,30.7,Low
carousel,Travel,brand,0,177,7,317,9.8,30,4.17,2,Sunday,359,5.25,34.1,Low
reel,Photography,brand,0,62,4,715,24.9,30,5.59,11,Saturday,510,4.81,32.6,Low
image,Fashion,creator,0,135,6,14999,9.2,6393,7.25,10,Sunday,9157,5.24,78.7,High
reel,Lifestyle,creator,0,42,3,200,10.3,30,3.16,1,Sunday,528,2.13,9.9,Low
reel,Fashion,brand,0,87,2,12854,4.9,522,1.07,4,Sunday,2093,1.44,29.7,Low
image,Technology,creator,1,112,8,11788,16.1,1279,5.06,21,Monday,2014,5.69,62.4,Medium
reel,Beauty,creator,0,122,8,11357,0.0,3425,2.7,4,Thursday,6656,3.39,58.6,Medium
reel,Comedy,brand,1,106,4,338702,0.7,17362,1.7,22,Sunday,48715,2.81,64.8,Medium
image,Lifestyle,creator,1,201,2,4437,21.5,1245,6.3,17,Saturday,1386,8.34,64.0,Medium
image,Photography,brand,0,142,5,84283,21.4,2740,1.63,20,Tuesday,7065,3.37,59.1,Medium
reel,Comedy,brand,0,103,9,6075,2.7,1394,1.72,13,Sunday,3191,2.29,40.7,Medium
reel,Photography,creator,0,141,5,3765,21.0,111,3.81,19,Monday,1464,3.73,39.9,Medium
image,Fitness,brand,1,37,3,20230,16.3,8165,4.53,12,Thursday,8412,4.43,70.6,High
carousel,Fashion,brand,1,108,6,31272,16.1,11746,1.89,22,Sunday,24368,5.41,86.0,High
image,Technology,brand,0,157,7,902,1.1,237,7.06,22,Tuesday,911,6.29,51.5,Medium
image,Beauty,creator,1,173,5,8698,34.0,3061,7.67,16,Thursday,3399,6.98,76.6,High
reel,Lifestyle,brand,1,172,1,16428,23.0,2607,4.2,13,Thursday,6358,5.74,78.8,High
image,Photography,creator,0,41,5,924,16.1,83,2.59,6,Wednesday,556,2.62,13.8,Low
image,Fitness,brand,1,183,10,36164,2.0,6029,2.09,16,Monday,4426,3.27,52.7,Medium
carousel,Fashion,creator,0,46,8,88873,2.0,25019,5.36,18,Friday,43340,8.64,98.0,High
carousel,Fashion,creator,0,187,6,7213,0.0,1310,0.87,6,Wednesday,1657,1.27,25.1,Low
carousel,Food,brand,0,129,9,2792,17.1,2124,6.99,21,Saturday,3519,7.01,77.2,High
image,Fitness,brand,1,86,0,397368,12.3,93082,3.11,23,Monday,85198,5.06,86.2,High
carousel,Photography,brand,1,82,7,24667,16.7,2401,3.87,21,Sunday,5645,5.33,74.4,High
image,Travel,creator,0,104,8,17291,23.7,1441,4.48,2,Wednesday,3177,3.94,54.5,Medium
image,Photography,creator,0,114,7,1015,23.0,39,3.23,11,Saturday,880,3.99,32.8,Low
reel,Technology,creator,1,142,5,7271,0.0,603,2.38,2,Wednesday,2114,2.41,35.1,Low
reel,Food,brand,1,102,11,3151,9.3,493,1.28,9,Thursday,1624,3.35,38.0,Low
reel,Beauty,creator,1,154,10,777,10.8,197,3.54,19,Monday,1225,6.18,56.5,Medium
reel,Technology,creator,0,109,4,5042,0.0,610,3.97,16,Friday,2358,3.76,48.4,Medium
image,Food,creator,0,173,5,9273,29.7,1518,4.56,22,Tuesday,3448,4.51,61.1,Medium
image,Technology,brand,1,112,5,3139,9.0,212,3.13,20,Saturday,727,2.65,17.8,Low
reel,Food,creator,1,119,8,1205,25.7,189,6.88,5,Tuesday,1301,3.93,39.5,Medium
image,Lifestyle,brand,1,70,7,566,28.0,41,1.46,9,Thursday,379,0.43,1.7,Low
carousel,Technology,creator,1,119,6,3310,13.0,595,2.32,0,Sunday,1713,1.62,27.1,Low
carousel,Music,creator,1,119,4,9418,24.7,331,2.43,0,Monday,1849,2.9,36.5,Low
image,Beauty,creator,0,70,8,17172,6.6,5850,1.02,8,Friday,7109,3.2,57.6,Medium
carousel,Food,creator,1,154,7,74600,12.7,9974,4.02,3,Tuesday,17406,1.71,54.4,Medium
reel,Technology,creator,0,133,3,812,24.8,179,0.1,12,Tuesday,1126,0.58,16.5,Low
image,Photography,creator,0,116,13,9506,4.8,920,1.64,3,Sunday,1033,0.58,14.9,Low
carousel,Fitness,brand,1,85,4,45077,11.4,7125,5.16,9,Tuesday,6405,4.9,72.4,High
image,Food,brand,1,85,7,7169,9.6,2169,4.42,2,Monday,1768,4.09,46.4,Medium
reel,Fitness,brand,0,75,6,20254,19.0,1780,7.08,5,Thursday,2926,5.28,65.5,Medium
carousel,Technology,brand,0,173,3,2594,26.2,616,4.96,7,Friday,712,3.08,20.7,Low
reel,Comedy,creator,0,114,8,11932,20.7,3952,5.33,2,Tuesday,6975,3.34,58.6,Medium
reel,Fitness,creator,1,191,1,22225,1.9,2237,6.3,3,Friday,3307,2.8,44.9,Medium
image,Photography,creator,1,117,5,24813,14.2,3359,3.44,19,Tuesday,4079,4.65,64.6,Medium
reel,Technology,brand,0,118,5,5515,10.9,655,4.68,13,Tuesday,1874,4.14,47.9,Medium
image,Technology,creator,0,70,3,113590,9.8,18443,8.78,11,Thursday,24255,6.54,92.4,High
image,Fashion,creator,0,82,3,18706,16.1,2671,1.99,14,Monday,3341,2.6,43.6,Medium
reel,Music,brand,1,94,11,5303,3.5,749,5.24,20,Sunday,2432,6.6,70.3,High
reel,Technology,brand,0,162,7,9771,21.3,938,1.7,1,Wednesday,2077,0.85,27.8,Low
image,Comedy,creator,1,92,4,2518,8.7,262,5.77,7,Sunday,615,5.8,42.3,Medium
carousel,Travel,brand,0,115,4,3755,5.7,375,8.58,9,Friday,902,7.21,54.5,Medium
carousel,Food,creator,0,80,8,651,0.0,106,3.32,17,Tuesday,1228,5.7,53.7,Medium
image,Technology,creator,1,118,5,3470,21.3,980,5.88,3,Saturday,1588,4.27,46.3,Medium
image,Music,creator,1,128,6,2836,20.2,499,2.57,23,Monday,1022,4.9,44.1,Medium
reel,Beauty,brand,1,145,5,8193,15.7,749,2.93,20,Tuesday,2399,3.42,45.3,Medium
image,Music,creator,1,135,7,2930,15.5,454,6.08,11,Wednesday,1021,3.94,35.0,Low
carousel,Technology,brand,0,111,3,350673,10.1,19815,2.12,15,Wednesday,21229,2.73,61.7,Medium
reel,Technology,creator,1,136,5,2632,18.7,692,6.67,23,Thursday,1779,6.6,65.0,Medium
reel,Travel,brand,0,218,7,26919,15.5,2572,2.47,14,Friday,3885,3.41,52.3,Medium
carousel,Fashion,brand,0,157,12,10927,7.2,3348,2.91,0,Monday,4411,3.66,56.3,Medium
carousel,Fitness,creator,1,87,6,8847,14.2,901,1.88,2,Friday,1058,2.54,23.7,Low
carousel,Beauty,creator,0,108,1,2689,24.0,256,3.3,1,Wednesday,612,4.4,30.6,Low
image,Food,creator,1,63,5,3551,18.8,381,3.96,13,Saturday,1523,3.69,40.2,Medium
image,Beauty,creator,1,157,5,33064,10.7,10962,4.68,10,Monday,15004,5.19,82.0,High
carousel,Music,brand,0,114,8,145625,1.5,43047,3.83,7,Sunday,63663,3.85,74.5,High
image,Photography,brand,0,83,9,8461,11.5,568,5.26,18,Sunday,1407,6.6,61.0,Medium
reel,Travel,creator,1,151,6,2423,8.6,705,3.12,22,Sunday,3083,4.0,54.6,Medium
reel,Fitness,creator,1,150,6,13796,16.1,412,3.04,21,Sunday,2726,3.28,46.0,Medium
image,Beauty,creator,1,76,11,3827,21.8,973,4.32,3,Saturday,1116,3.11,29.2,Low
reel,Beauty,brand,0,162,5,1091,17.7,108,4.45,14,Friday,959,5.44,47.3,Medium
carousel,Food,brand,1,206,12,25945,0.1,1987,4.84,14,Monday,3392,6.38,74.4,High
reel,Technology,creator,0,100,8,1173,11.7,168,7.01,15,Friday,783,5.94,47.2,Medium
reel,Technology,creator,1,126,3,200,0.0,30,6.21,13,Tuesday,590,4.64,32.5,Low
carousel,Travel,brand,1,234,8,13770,12.9,1314,0.67,12,Friday,2994,1.61,36.2,Low
reel,Lifestyle,creator,1,187,6,2300,17.4,132,2.19,22,Friday,748,4.25,32.5,Low
image,Comedy,creator,1,138,9,24786,31.2,3141,2.52,17,Monday,5791,3.24,55.6,Medium
image,Fitness,creator,1,44,6,12155,1.5,3774,2.17,20,Monday,6718,4.82,72.2,High
reel,Music,creator,1,128,4,8765,7.3,802,1.32,10,Sunday,2729,1.76,35.4,Low
image,Lifestyle,brand,0,133,8,2900,16.3,533,2.04,4,Thursday,752,1.65,12.3,Low
carousel,Fitness,creator,0,115,7,1590,3.0,170,0.1,2,Monday,424,1.19,3.9,Low
carousel,Photography,brand,0,167,5,18070,25.1,2150,1.78,0,Monday,2087,0.71,27.6,Low
reel,Fashion,brand,1,85,2,25019,15.3,4825,2.24,23,Saturday,11438,4.01,69.2,High
image,Fitness,brand,0,129,4,662,4.2,30,5.36,18,Sunday,396,6.19,40.7,Medium
image,Beauty,creator,1,43,9,23136,15.6,3222,6.01,5,Sunday,6417,3.09,55.6,Medium
image,Comedy,creator,1,115,9,151822,7.4,8794,0.1,9,Friday,27134,2.46,60.6,Medium
carousel,Travel,creator,0,226,8,44032,12.8,9173,2.17,8,Sunday,15983,3.34,65.2,Medium
reel,Fitness,brand,1,91,5,9671,15.6,3033,4.4,4,Sunday,4531,6.03,76.6,High
image,Technology,creator,1,166,5,9836,0.0,4317,5.22,18,Friday,3035,6.45,73.1,High
reel,Fashion,creator,1,144,4,14121,7.7,2483,7.84,2,Monday,6456,6.57,83.2,High
reel,Comedy,creator,1,125,2,3720,3.1,934,4.35,1,Friday,2343,4.09,51.2,Medium
image,Fitness,creator,1,186,9,295,21.6,30,4.08,1,Wednesday,677,4.99,37.6,Low
image,Comedy,creator,0,146,7,3671,30.8,366,1.79,8,Wednesday,928,0.29,12.5,Low
image,Photography,brand,0,57,6,1175,12.1,163,2.35,1,Wednesday,233,0.1,0.3,Low
image,Lifestyle,brand,1,112,10,203,22.0,72,6.16,5,Friday,664,5.58,41.8,Medium
image,Fitness,brand,0,96,6,200,33.2,30,2.48,19,Monday,403,3.46,18.1,Low
reel,Travel,creator,0,94,6,126794,15.4,14270,3.67,1,Wednesday,26441,2.83,63.3,Medium
image,Travel,creator,0,94,3,123494,23.6,3005,0.1,1,Wednesday,12890,0.1,48.3,Medium
image,Travel,brand,1,111,8,4653,23.5,838,5.52,15,Saturday,1668,4.41,48.4,Medium
image,Fitness,creator,1,123,5,9930,16.1,2048,3.15,22,Sunday,3361,4.01,55.9,Medium
image,Fitness,brand,0,75,6,2340,7.8,171,5.38,5,Sunday,529,4.42,29.2,Low
reel,Fitness,creator,0,134,5,18947,5.4,8657,6.46,16,Saturday,24827,6.65,92.9,High
carousel,Fitness,brand,0,84,7,1372,4.8,90,3.6,11,Friday,645,2.0,11.5,Low
carousel,Fitness,brand,1,173,6,970706,19.8,250914,1.05,17,Thursday,391166,3.11,68.7,Medium
image,Beauty,creator,1,191,5,12576,0.0,2715,6.7,18,Monday,8645,7.87,89.1,High
image,Lifestyle,brand,0,144,8,845,19.3,219,3.5,6,Sunday,329,2.75,11.4,Low
image,Beauty,brand,1,47,6,7407,0.0,529,4.76,3,Thursday,1791,4.09,46.7,Medium
image,Technology,creator,1,56,4,5087,14.6,336,3.96,19,Saturday,1016,5.43,48.2,Medium
reel,Music,creator,1,125,6,30886,0.5,1537,6.65,3,Monday,6460,4.05,64.4,Medium
carousel,Travel,creator,0,176,9,6152,25.0,511,5.94,4,Tuesday,1446,4.44,46.2,Medium
reel,Music,brand,0,112,13,3542,11.1,1102,4.73,19,Wednesday,2213,5.59,63.3,Medium
image,Comedy,creator,0,155,6,10740,14.6,5983,6.87,9,Monday,9535,4.88,76.1,High
reel,Lifestyle,creator,0,125,9,21500,21.0,3506,1.85,5,Wednesday,4774,2.48,47.4,Medium
image,Lifestyle,brand,0,163,7,200,14.3,34,2.76,21,Tuesday,501,3.86,23.5,Low
carousel,Beauty,creator,0,97,3,1040,14.0,185,6.76,3,Sunday,756,3.94,29.7,Low
carousel,Food,brand,0,10,9,6081,12.5,221,5.15,2,Sunday,678,2.73,17.2,Low
reel,Travel,brand,1,131,6,5553,1.6,231,0.71,4,Wednesday,1079,1.47,18.1,Low
carousel,Beauty,creator,0,204,2,74548,0.9,4163,4.93,20,Monday,8025,6.46,84.9,High
reel,Photography,creator,0,115,5,2169,23.3,558,5.94,3,Saturday,1043,4.99,45.3,Medium
image,Fashion,brand,0,191,9,1613,3.6,128,5.05,20,Thursday,580,6.83,46.3,Medium
